views,likes,dislikes,comment,published,duration,category,predicted_adview
12981,25,1,3,984,587,4,326.3845
1078098,9114,572,4746,1881,653,2,2365.8447
613094,2154,281,242,1632,485,8,698.5242
34213,181,8,4,1176,2979,3,2801.3914
201274,1503,42,383,785,0,7,2245.528
3506,20,2,2,641,407,7,1885.4071
678,9,0,0,876,19,7,2366.0352
227092,419,68,137,1828,685,4,2314.861
124978,487,92,230,1465,653,4,1853.1066
2114674,11927,1744,1116,1904,497,4,1873.5049
4482564,11789,1947,765,763,566,4,2530.523
785237,3121,88,154,1495,210,4,298.454
944289,636,400,104,1534,0,4,2606.8716
239731,1045,18,75,1034,478,2,1451.8853
17584,125,8,12,935,250,2,1547.5282
797024,1596,111,89,1089,554,4,2292.069
1425270,6036,286,355,760,234,4,1995.7855
2269,5,0,2,2098,161,4,2058.7222
171937,976,42,678,575,849,7,206.88525
298174,177,63,5,2019,0,5,522.74054
769730,1408,285,125,439,767,4,1005.24304
413,0,0,0,1972,21,4,1350.1084
7180,315,10,97,692,32,5,1589.1226
1184756,3267,494,2752,838,257,4,1978.22
654451,2007,38,220,1119,372,7,989.6518
5784014,15008,1725,1581,1783,2800,4,2151.3481
1305825,5267,747,1793,1896,308,2,2045.768
2958422,14089,267,2378,1750,404,2,2295.6936
263096,1354,49,420,243,589,5,1219.6143
178742,3,0,0,2031,31,4,2607.0088
1460,2,1,0,1375,31,5,1889.9685
85660,429,8,32,1005,197,7,21.498491
209569,671,20,21,1661,132,4,2369.6306
29390,264,5,8,1517,31,4,913.3302
29888,148,10,17,929,150,7,2274.416
693409,4655,88,637,1121,139,4,1298.2173
2584,7,0,0,2041,351,4,2289.9116
171179,4418,104,284,1867,2563,1,2340.1897
21711,29,11,30,1681,178,8,2538.1257
152982,171,16,11,652,82,4,51.944916
905112,1671,58,184,84,517,4,2278.6768
309576,6135,280,907,1457,890,4,1998.8551
4717,164,26,6,1738,297,4,1124.9338
4492312,8695,823,351,1598,578,4,1749.7239
1033219,12616,190,1643,1903,672,2,899.8149
270267,448,41,54,1296,2236,4,129.37141
372156,694,31,52,101,553,4,2582.9724
869148,2353,70,212,108,249,7,2816.2996
409265,1181,94,62,823,621,7,2542.6143
32289,17,6,0,806,90,4,1851.2426
50611,533,9,36,1843,1000,7,499.99963
290021,510,41,33,466,413,4,21.498491
421931,1212,59,73,1810,545,4,2196.8228
342114,1303,108,943,1786,653,4,1274.5499
606,0,0,0,1677,73,2,2428.5383
117519,636,16,63,898,389,1,2757.8562
8947,48,12,5,1828,33,4,1320.8792
122883,88,3,9,990,174,7,526.0855
789426,1666,524,209,1351,3274,4,1505.9644
35396,47,5,5,1547,0,4,2697.246
859177,1391,216,54,469,517,4,2693.9604
9343,8,0,0,1304,73,7,2200.1296
532092,915,22,53,414,234,7,2649.9448
101882,287,27,37,1867,517,5,2422.4421
977641,1313,249,176,1496,0,4,2488.7466
27644,486,49,216,1901,349,6,1764.767
540424,1844,202,564,1243,2477,4,1539.087
1862007,10488,150,336,1408,242,7,2183.38
60758,98,6,1,1299,156,4,1608.1285
1895,0,0,0,261,30,4,835.90625
793,9,0,0,1247,384,4,2453.4854
92065,375,12,19,975,913,2,2517.9583
2479216,1927,477,199,132,1073,4,2530.2927
40222,31,13,1,1702,0,5,1754.83
239816,848,50,50,1833,109,8,1402.7411
5884,303,6,11,2010,305,4,1166.3661
7620,8,3,1,1048,52,4,995.854
113148,3695,28,556,1858,2290,1,2020.4872
22597,136,7,15,1686,3249,3,1206.6056
50759,144,8,3,1506,154,4,193.52243
737108,3472,179,190,388,251,7,1879.7124
115686,1138,60,82,1734,371,7,1880.739
940,3,1,0,1893,234,8,1371.034
27557,77,8,1,799,542,6,1671.1945
61454,133,10,39,135,581,4,2321.1177
42691,79,12,0,915,304,4,2224.4858
2837,10,1,1,1922,31,4,1395.5945
9425139,51448,1778,3041,1926,243,2,1146.6627
7180303,50564,2403,3821,1275,268,4,1695.994
1525124,5655,4228,5607,1905,317,4,1771.8373
710321,2732,383,188,1365,0,7,2121.551
29591,232,22,68,1964,318,4,1760.2985
242336,9749,40,257,1041,34,2,1198.975
915734,5096,111,142,703,294,7,1336.8002
293146,7730,56,312,1859,512,3,688.0863
53023,173,15,15,764,252,7,2130.1445
220738,180,14,7,370,482,4,2530.4563
169282,942,49,195,1792,178,4,1103.8026
2247909,14890,979,1700,1758,185,4,2300.7876
174786,336,16,23,1764,54,4,2084.714
618,0,0,0,998,108,4,1424.8091
20165,121,5,63,250,91,4,2618.567
33495,113,1,7,620,102,4,2610.2397
213518,44,16,4,205,0,5,2475.614
67575,130,8,4,307,229,4,1684.3549
204939,445,26,20,1471,321,4,2868.1262
1768,4,0,1,148,42,7,2003.4501
2269142,9293,823,496,1556,2560,3,1279.0012
796313,6538,460,1394,1742,684,2,21.498491
42985,105,33,33,1783,65,2,2272.2322
1096576,8539,122,920,981,77,5,2317.4595
60614,373,12,49,614,362,7,1144.745
3934882,4177,1303,371,656,0,5,527.7066
52897,259,10,24,1488,221,7,2326.967
423219,907,127,418,1680,326,4,2349.4211
20576,218,3,123,1055,584,4,1940.3812
625069,178,49,18,180,0,5,2656.4707
159209,232,43,14,1294,348,2,254.63907
12668,17,0,3,1143,246,4,2807.4036
721118,4926,128,148,1464,223,4,2824.5728
2701564,655,690,44,1490,680,4,682.41016
439430,2217,35,351,351,288,7,2053.1216
14916,53,1,0,1409,1033,4,788.1348
77931,92,9,12,76,331,4,986.82007
2398653,2955,749,693,1777,661,5,2158.6995
44985,82,8,0,1818,110,4,2473.5344
85426,513,15,42,192,211,7,1000.62823
445249,1006,78,72,1445,206,7,1479.658
143992,232,14,96,1651,214,1,2770.9321
23656,127,19,27,648,184,5,2172.2368
581,1,0,1,1839,31,4,2583.3606
231,2,0,0,1821,21,4,1681.2607
706025,1005,162,81,1877,251,4,1906.106
12288,40,2,1,1033,227,4,882.5359
8991,50,4,0,2070,224,7,2189.6758
42790,38,16,5,1160,0,4,2745.6826
74054,222,14,23,324,0,5,2948.9907
158110,223,33,10,957,3160,4,1482.3807
65696,66,11,14,1722,302,4,2638.9429
3501,14,1,26,1422,0,5,266.54114
121340,535,41,216,1646,443,4,1295.9393
2300383,2644,674,222,480,296,4,2194.0056
25299,117,7,32,941,1453,4,1230.3749
550967,659,68,10,1797,328,4,21.498491
303054,151,86,7,1451,0,5,2051.509
713206,5671,209,225,1464,361,3,543.7355
117977,3558,65,420,1857,257,7,2618.3335
64577,437,12,126,1174,1892,2,1626.8201
67965,1381,36,221,1917,61,6,1660.3293
24957,372,4,71,1868,57,7,1558.7832
45242,64,7,13,251,603,5,2387.0015
266193,1335,70,56,1302,106,4,1591.7327
91054,259,29,64,918,1360,7,2415.6187
63887,287,8,154,776,631,4,1570.886
169065,398,10,22,421,365,4,1762.2573
331262,2739,130,661,1445,156,4,1266.9144
723670,13658,330,10471,1862,429,4,686.097
2983,14,1,0,1817,21,5,2107.2756
258989,212,107,14,984,887,3,2435.2751
43380,122,32,11,759,394,7,2900.4253
530,2,0,0,1999,30,4,660.13055
517170,1281,209,136,1693,401,4,905.96106
2338,144,2,5,1957,200,4,2336.874
64514,129,56,22,911,101,4,737.93475
1359712,6161,379,190,1290,299,4,1144.7378
2160,7,0,0,619,620,3,2315.718
1191982,2459,225,173,1611,302,4,2558.4414
3250,7,0,0,1964,21,4,21.498491
1579297,608,526,59,2100,195,7,1726.7142
1412,4,2,0,642,110,5,1619.6898
233028,151,58,15,1828,0,4,1861.5442
56297,136,18,12,1889,2821,4,1818.4633
103856,75,18,5,476,69,4,2924.786
491156,1382,223,90,1136,0,7,2464.1736
11015,15,1,1,515,337,6,1839.285
62223,124,16,11,1463,3344,7,1978.7971
892553,4120,305,1226,1442,450,6,1711.618
71668,182,20,8,784,1265,4,1508.3413
92578,453,27,20,1901,102,4,2413.457
72544,52,23,5,1067,331,4,1370.988
2766316,8095,1233,1272,1872,1196,3,1584.1257
290153,3837,72,341,598,150,7,1541.6771
57246,293,17,11,1634,0,3,2239.9326
121913,219,36,49,723,0,4,3475.6694
288,4,0,6,1856,404,5,2178.5657
100241,72,25,2,1836,262,4,1963.7886
3656,19,1,1,693,64,5,768.29175
38422,278,2,9,891,213,7,1854.7521
2008,4,0,0,563,195,4,2558.8862
801965,1048,98,233,198,480,4,1432.1947
40930,145,32,18,1512,188,3,1053.5802
175684,503,35,127,1839,551,8,1164.5574
847938,1216,462,19,2084,0,4,2585.6719
22157,44,2,9,262,640,5,771.78735
39653,112,3,14,75,80,4,2814.1772
369481,464,104,16,1667,175,4,1902.3861
3010,2,0,0,517,751,4,2572.4915
100395,511,3,74,154,123,7,1665.6548
158670,464,54,62,2071,635,4,2165.2754
203349,488,36,73,1742,0,4,1742.4404
387029,375,167,84,911,2527,4,2297.6602
2766316,8096,1233,1272,1872,1196,4,280.8547
107131,313,32,25,807,287,7,3057.6907
352,0,0,0,1237,169,3,1280.7446
448947,1041,65,94,1311,385,4,2613.984
14351,67,6,0,2079,17,5,1336.1357
1202235,16372,949,13558,1870,372,2,21.498491
2604750,5784,736,233,1088,100,3,2540.1501
118293,824,20,51,1107,127,6,2456.876
110939,1030,62,130,798,25,5,2015.0531
1911,4,0,0,686,280,7,1323.4819
87180,513,13,26,1872,305,4,1356.7516
377675,3490,89,178,979,548,4,2630.5469
12654,25,3,2,1307,563,3,2346.4578
22303,49,6,4,919,191,3,2021.2152
336056,1896,1357,2801,1395,0,3,2607.0186
10027965,111320,7863,3319,1993,87,5,1855.9653
881,23,1,6,1554,226,4,2399.5957
567685,347,119,16,1623,556,4,2530.3364
363794,989,55,286,1472,1764,4,1915.0792
14402,37,1,3,1212,226,4,947.50714
1271289,2838,258,101,446,366,4,2358.4556
30965,263,13,34,1834,96,4,1904.0192
184107,232,63,13,798,265,4,1118.3025
524845,833,110,69,379,251,4,1972.3221
3375294,769,303,149,175,5,5,2663.2817
25347,144,9,8,1877,111,4,2197.875
36186,50,3,8,460,651,4,1477.7404
200,0,0,0,1947,0,5,1737.5969
847632,646,184,267,1624,712,5,2698.8726
915554,3775,362,430,1874,160,4,2658.379
616309,5645,381,673,1360,650,4,2465.0479
1177949,579,210,139,1826,327,1,2574.5808
1171718,5779,308,763,1219,412,4,1977.5708
7765,149,3,10,1727,506,7,899.86646
407579,1383,95,103,1202,1898,2,1825.979
1026966,121510,3900,10131,2053,489,4,2490.6929
320753,1092,135,126,1381,1079,4,1596.7036
655308,736,109,11,1872,83,4,2507.2546
2583219,614,513,35,644,241,4,823.60645
38950,84,10,1,601,3076,7,2535.4265
493325,5819,72,424,1898,370,6,2075.255
232028,3543,188,614,1679,72,4,2110.167
288,1,1,0,1187,15,4,2002.3187
41113,90,10,4,595,394,7,872.4901
25329,67,43,48,1346,944,4,2152.0608
216424,1291,429,847,1845,208,6,1716.9708
169815,94,33,12,1834,340,4,2142.8235
4313270,14201,707,1329,1735,802,5,2385.1604
13770,75,4,1,1854,61,4,2431.6213
4976,8,1,0,1054,53,4,705.5159
12407214,47341,2126,1169,1328,303,7,1154.5249
1751272,1405,569,181,1830,161,4,2780.995
57224,315,7,8,1159,101,4,2243.122
2098791,4989,643,213,714,782,4,1565.6724
323039,6735,161,3850,1861,437,4,1041.7423
3509534,1551,614,82,1195,202,4,1544.9712
36679,60,3,2,365,151,4,2647.3809
36613,158,4,3,1188,66,4,884.0101
3156312,2986,1304,76,1905,129,4,2763.3445
96665,1958,64,388,1896,590,4,1083.8615
19048,78,1,2,798,437,7,1130.4152
373293,99,59,0,1156,304,4,1235.7577
30912,1,1,0,1860,38,5,2398.2234
809,4,0,3,1881,31,4,1816.5038
1079205,6341,165,349,1804,210,4,564.28296
1985,4,0,0,1528,48,8,2168.4573
1194756,9086,323,486,1359,608,8,665.837
957178,3165,199,96,461,531,4,2421.1553
936098,2064,161,181,1773,737,2,1144.3279
9003,98,0,20,1743,74,4,2267.4873
15997,558,12,66,932,221,4,2047.7101
1513485,40008,2151,17069,1458,206,4,1535.2637
8963,35,4,21,51,300,6,1219.508
894,7,1,0,1765,46,4,922.8167
1737,2,1,0,1634,507,5,21.498491
2217,14,0,12,1348,309,7,963.4825
1235403,776,314,72,1242,112,4,2025.9344
255078,4059,153,572,1324,1502,4,582.35364
231352,1041,46,442,1518,230,4,1811.923
212186,3205,74,390,720,99,7,2147.6936
386574,347,54,20,1864,609,4,451.0905
94720,423,7,6,1711,162,4,2245.7275
120479,118,29,25,1890,303,4,781.6328
134665,3405,23,1098,1965,2464,5,2015.6473
95512,61,11,4,339,82,4,2628.3542
1634,11,0,2,1887,125,7,22.708979
1262383,1650,393,139,1947,608,4,2319.979
1790,13,0,27,773,81,4,1786.0516
147839,335,37,13,394,215,6,2019.3473
875798,449,253,41,993,860,3,2520.2695
8362972,19618,2876,1310,2002,1682,4,2431.0146
433528,308,166,23,1910,85,4,2269.919
71015,332,93,17,1888,2000,3,1857.7583
600015,1967,311,253,1940,0,4,1822.2053
60455,96,9,6,365,191,4,2194.6646
449384,414,68,67,232,0,4,1229.5059
6471,44,0,3,730,260,2,2672.4788
71820,2289,105,319,2035,340,4,2251.6013
174281,303,20,10,1609,113,5,577.98755
894648,2518,295,35,1290,380,4,1540.5798
54926,126,3,16,45,439,4,2008.9912
803360,2394,384,178,1635,355,4,2067.9556
26573,49,1,10,268,640,5,1410.0276
803784,5609,618,3452,1737,392,6,1126.483
1184127,1609,126,234,247,242,7,2423.276
39462,38,8,10,1439,0,4,1530.0891
207013,8377,47,1459,1784,831,6,2152.5989
66131,2330,53,229,934,152,2,1422.8069
588001,844,207,50,1445,1525,8,2227.9458
56393,17,12,1,528,552,4,2104.7305
480287,284,89,160,1247,3079,7,2497.8389
463739,779,78,39,708,709,4,1346.0374
534901,1142,228,634,1652,531,4,2720.453
94464,121,6,9,121,501,4,1209.2793
23655,396,69,246,1045,405,8,1304.5323
703477,2296,224,318,1692,436,4,1298.0541
7964185,15654,9680,608,2038,3278,5,245.49063
33117667,59107,7708,2370,1006,290,4,649.6514
66069,370,17,18,1631,1836,3,1221.1749
2150,25,1,1,1288,124,4,722.15625
3656558,35096,1293,4223,2031,636,6,2116.901
245776,2865,63,260,1757,3191,3,873.159
195436,3134,16,230,1644,26,2,1845.1384
28571,129,2,3,1045,124,4,1034.224
901493,729,249,114,1791,684,4,742.4629
190509,229,48,25,1784,88,4,2801.6592
82708,2577,50,255,2062,503,4,458.02496
427118,4784,186,406,1854,327,2,2165.6284
223030,455,74,708,1667,731,4,2371.3967
54385,191,7,12,1419,489,4,1234.9005
72927,894,29,249,1512,322,6,2552.521
572372,1003,97,70,413,315,7,1898.2917
786,14,0,2,1859,219,7,1671.3182
36885,70,19,34,1853,240,1,457.1243
762605,1486,94,28,88,483,4,1457.9674
716040,1286,79,88,882,241,4,1827.6239
43581,16,2,0,1195,31,4,2095.193
1264697,15117,457,1616,1371,256,4,2085.9941
57310,96,15,11,463,0,5,2556.0466
369889,2324,196,285,1207,924,2,21.498491
636500,637,137,106,1870,301,4,971.0209
60038,43,5,0,784,134,4,1963.7046
1841454,18373,370,3594,1814,527,2,775.8101
1050464,269,136,19,701,179,4,2348.9321
89589,33,16,1,1169,57,8,2721.6199
20731,24,1,2,204,729,7,2594.2334
970227,639,420,85,1440,211,4,2573.0635
212752,6485,165,2362,2063,323,2,2389.2883
1451,32,0,10,1524,919,1,2812.0205
703,1,1,0,1918,0,4,927.7441
34445,170,78,223,1664,1766,8,1232.2722
79627,142,10,7,1042,673,4,479.3693
315968,687,61,55,411,230,7,997.4716
72933,236,13,22,585,1619,7,1058.3942
74960,165,13,7,237,550,4,2784.7507
887143,302,77,21,359,36,4,2035.841
651737,1585,402,232,952,1268,4,1817.3059
1724406,11155,277,457,1245,258,7,2688.8486
45883,43,8,0,354,420,4,2185.1904
2764,54,4,18,1008,16,4,851.26917
677959,1081,149,79,325,218,4,1679.3302
39159,44,3,3,277,486,4,2036.1637
687179,4232,207,346,2001,257,7,2592.5583
919366,823,156,43,61,592,4,2176.6003
97819,98,27,3,1889,606,4,2090.3313
514430,244,98,24,1472,0,5,2320.8516
1270301,2940,381,222,1717,1747,7,1410.3563
387956,745,126,72,1871,228,5,986.2306
193368,770,183,97,1312,296,4,2227.038
428150,3768,179,2024,1580,733,2,2522.7617
77570,273,17,97,894,1485,4,1240.8307
3852,40,5,52,1009,461,4,2425.3845
11957,1,0,1,1273,247,3,2627.816
40996,433,19,68,1747,306,1,1999.98
76870,415,4,4,1388,154,4,1218.2668
30383,353,4,31,1819,159,5,21.498491
61538,191,27,9,1130,3063,7,2531.8176
1654929,2382,348,150,956,994,4,1179.7816
950558,19811,303,2762,1597,494,2,2653.1265
39456,373,7,51,1188,1286,2,2979.2246
4448,37,1,72,1768,340,5,887.2898
8584,33,1,6,1919,0,4,956.0144
5926984,20296,1293,737,1614,212,7,344.33914
1007153,1994,192,181,1671,0,5,2620.3318
2869977,10601,491,1359,1412,0,5,2704.3032
22025,353,16,64,1802,0,7,2565.1582
302991,2092,74,834,1748,502,2,2425.7295
262803,732,52,24,480,500,4,1282.8151
2028,14,0,0,1038,750,4,2368.2124
83541,152,8,5,109,606,4,971.4757
14619,372,4,13,1148,472,4,2859.6902
200622,670,29,15,367,296,4,472.60767
472695,1340,114,76,1107,1037,4,2325.8145
8330655,17677,3214,1782,1751,0,4,1678.0948
217538,1162,113,567,1902,784,4,1235.737
126809,180,28,11,962,0,4,1909.0004
454,2,0,0,1904,21,4,1247.9464
6927548,22872,3769,592,1305,140,3,1359.452
364430,2030,30,719,23,334,7,2402.0146
442823,273,239,2,1144,365,4,698.97925
422913,362,119,110,1771,634,4,2033.4225
417236,76,38,44,1807,31,4,1322.25
26319,56,8,7,1273,0,5,2273.2178
239289,390,50,16,1332,91,4,2492.7532
364242,748,107,311,1414,0,5,21.498491
76276,315,24,32,1004,512,4,1159.6573
3785,32,4,11,848,674,2,2646.6846
218748,255,90,14,1743,457,5,1100.082
14128,21,4,0,1709,0,4,1444.6952
427,1,0,0,435,86,4,2461.0015
191762,625,46,35,1804,372,6,873.2689
277236,33,25,1,1860,46,4,270.85498
2900680,11526,718,452,1114,274,7,2357.6433
40161,271,6,134,552,166,3,1228.7538
284473,302,113,99,820,2422,4,1678.064
20393924,84305,4622,3192,1141,252,7,2593.685
23826,145,7,18,1047,821,4,2796.6426
154845,179,54,11,1897,58,4,1770.7902
3911,13,5,3,1981,0,7,1534.3464
222268,193,19,6,1405,391,4,870.2169
1495032,3552,675,107,203,439,6,1361.2693
787821,1032,53,58,330,310,4,2413.1494
108649,945,24,222,697,1177,1,2354.9065
267062,588,54,28,1884,312,7,1263.5695
1467106,6999,256,592,1906,134,5,2316.5789
2247272,7579,1295,2728,1439,293,6,2278.1106
166984,492,29,24,1657,203,8,1995.4966
82,0,0,0,1652,49,4,1871.7052
1333017,8744,66,314,389,112,5,2506.0583
70319,908,18,46,1604,296,7,2206.5908
139582,368,16,11,370,327,4,1688.3254
3953298,89319,2386,6464,1800,240,4,2117.2874
113880,562,24,112,1047,1635,4,21.498491
105625,908,24,45,1498,230,7,1937.9498
37356,58,2,3,910,101,4,2291.2952
173208,292,33,11,938,641,4,2522.973
251953,472,43,302,1725,729,4,2030.4014
132015,1067,39,109,1007,706,4,1341.9462
80043,611,16,225,1066,641,4,730.16284
5079,12,1,0,1861,303,4,2422.0842
470732,4683,331,1197,5,136,2,2249.852
261918,1950,210,81,1456,303,4,2163.294
492248,883,93,44,753,272,3,1095.4296
5390581,24828,867,2046,1803,649,5,1884.1655
1266665,30819,3759,2251,1994,625,4,908.7993
400324,256,140,43,702,2235,4,354.2468
216,1,0,1,329,64,4,2020.8787
303858,36,28,1,1852,16,4,839.9385
4260,2,1,0,302,103,4,2682.5444
166441,665,67,431,1884,1436,4,1501.1462
6480,76,2,17,1908,439,6,1043.9111
197863,614,79,122,1756,2024,5,2135.857
397385,1357,31,146,1109,2167,7,21.498491
1688585,1490,629,129,1428,0,5,2106.7002
111683,98,10,6,419,84,4,1960.9883
214,2,0,1,1034,235,4,2403.6677
856388,613,339,32,1869,112,4,1586.0411
3192,8,0,1,2004,234,7,2587.2832
295181,232,36,8,1023,121,4,1582.5424
123957,532,43,436,1863,1309,4,2118.01
88929,352,11,129,1078,1136,3,1625.5077
2731361,3474,759,181,1007,628,4,2810.984
26233,424,37,297,1836,270,4,2587.0205
604610,1523,180,98,1802,310,4,1849.8593
872820,1021,61,39,433,70,4,2317.5044
1081,7,1,2,1686,211,4,1619.058
40819,520,18,144,1547,261,6,326.28625
112912,213,56,23,1079,0,5,969.4667
11559,42,2,22,1414,426,4,2634.5222
20350,218,10,10,1824,145,4,2526.4246
2577,6,1,2,1284,129,7,1782.8818
22557,36,2,1,1086,280,4,1066.7949
630079,2526,90,255,1601,215,2,2606.2136
319146,305,94,89,668,2084,4,1742.7673
404,2,0,1,970,96,7,2572.173
8719,66,12,14,1901,474,4,834.917
3066990,13650,518,1165,1613,228,7,2306.071
270266,912,145,64,969,0,7,1801.1183
2711304,6144,974,450,1928,1670,4,1658.8503
141409,309,12,19,144,358,4,2152.0984
23421,111,4,3,1842,184,3,2877.5186
815981,17537,250,1248,1717,265,2,1952.8632
468117,1737,213,868,1509,375,6,2420.441
77264,3111,34,235,1887,1616,1,606.62866
128502,432,8,38,1882,770,2,1886.9956
15803,29,1,2,26,251,7,2577.7493
357331,542,22,58,88,731,4,1375.9164
656398,2096,56,105,1200,266,7,2325.6113
637133,1808,245,63,760,1070,6,2309.6875
981526,5834,120,239,1812,192,7,1806.4232
148930,215,24,129,1459,903,4,1675.1705
296354,1021,39,63,192,284,7,627.08997
591344,9097,1314,4923,1705,587,4,1360.8102
244199,718,130,70,830,2506,7,1629.172
303683,7773,206,742,2012,1005,6,1602.6617
228476,2555,97,572,1814,627,2,1774.0052
99965,715,47,538,1884,186,2,2075.4243
53610,40,8,3,784,70,4,2398.423
1590361,983,510,63,1918,185,4,2085.6682
570,0,0,0,663,94,6,2238.4915
746106,7402,596,1041,1707,604,5,2554.921
2446300,16484,632,2568,1402,676,2,2125.0884
27112851,42796,1980,2749,1638,265,7,1385.4396
13900494,9678,4613,704,1739,254,4,2757.1523
264751,1158,37,344,1493,396,2,2633.4626
21047,366,37,17,2077,637,4,600.3843
103557,290,12,172,868,203,5,2205.572
205477,487,30,129,1319,1964,2,1888.5199
6217,29,1,5,398,509,6,2422.618
3046514,18686,1583,861,1907,242,4,1958.4961
390611,2605,111,190,1837,153,4,1934.6946
270480,366,135,45,1253,665,8,2516.5112
63226,88,9,1,442,294,4,2061.1226
28472,29,8,3,1630,123,8,2101.8713
24755,338,39,75,1049,409,7,2085.556
1556279,21820,832,15792,1871,450,4,1086.4764
7367,32,0,1,173,495,7,2694.9478
728977,2970,312,4043,1833,463,4,1681.9423
5035,34,2,0,1538,641,4,2659.942
5659,14,1,0,903,115,4,2705.6655
1083461,1745,376,198,1291,0,4,2505.0098
434,7,2,3,1929,60,7,2605.3335
592807,2806,362,1853,1673,817,6,66.911865
397559,6756,330,605,2086,421,2,1410.4554
33669,61,11,3,1869,2597,7,2503.095
14778,10,4,0,1247,227,4,951.8439
1353559,3842,404,183,1800,75,4,2839.7134
1038,31,1,12,899,587,6,2211.2395
36732,903,18,52,1810,340,4,871.18164
577184,3394,468,804,2016,620,4,1532.9066
511503,1855,269,2030,1605,754,4,2074.6396
7639,26,4,2,837,253,7,2568.246
31136,21,7,1,818,1205,4,2433.398
1100412,3738,232,130,948,536,4,2370.5554
77772,887,12,108,1321,608,4,1638.9069
9459,212,19,40,888,165,4,1989.9243
7534,44,2,44,904,137,6,21.498491
2988607,6765,1101,511,1301,159,4,2375.325
347542,4761,91,465,1916,244,2,1804.7906
51755,432,29,13,1266,251,7,1618.9327
4965,12,1,0,1916,626,5,1794.0099
660636,742,319,229,1792,74,4,2467.2922
40488,288,35,77,1759,513,4,1917.7753
6011924,14570,1031,942,416,270,7,1525.5319
368588,2701,51,120,2003,294,7,1878.7343
53168,206,60,20,1882,64,4,1426.3634
44885,215,64,164,517,914,4,2137.8252
66665,2942,15,387,2037,888,6,2559.0872
894324,5794,485,2054,1772,714,2,2181.0063
401022,7651,502,1543,1810,445,6,2630.019
5646790,29693,1417,1720,1028,127,4,1925.5603
22460,14,4,4,1088,0,4,287.1021
62605,467,15,104,2052,383,4,2349.0264
33554,79,13,35,1261,272,7,634.2626
941282,1361,148,121,1452,221,4,1415.1648
5807858,10581,3000,451,1391,342,4,632.5275
25714,22,11,9,760,388,1,607.4913
1735132,8841,338,591,1857,255,7,1436.1267
435470,419,72,6,898,90,4,1974.384
123392,743,35,16,1891,45,4,1248.7235
1319332,5094,211,1764,1595,29,8,1900.686
902261,18970,804,9683,1902,463,4,904.6493
121163,1532,15,113,1854,299,7,2554.3894
24739,6,5,0,1166,2324,4,2475.3472
47322,48,5,4,772,258,4,1495.3486
329391,11075,760,2415,1815,391,6,21.498491
18379,208,16,25,710,489,1,1961.846
2771639,654,351,27,1783,54,8,2251.7053
1959056,1753,444,432,1236,112,7,2452.0564
1376946,3308,567,282,199,298,4,21.498491
64143,100,19,8,718,60,4,2247.3342
400385,2851,367,1211,1769,468,2,2149.515
360532,1224,84,140,1847,109,4,1856.9363
498,5,1,0,1471,72,7,21.498491
15444,34,5,0,1586,41,4,2406.0815
161138,157,35,8,895,132,4,1483.1249
181067,741,33,140,1497,387,4,1179.3934
35900,167,18,7,1451,3590,6,21.498491
2471,32,0,5,1582,31,4,2021.6727
357221,718,61,23,1078,145,4,1691.0492
112842,578,5,76,1508,821,4,2588.618
95146,53,33,1,938,0,4,899.2502
313537,4679,65,184,1691,220,6,2290.6855
116261,446,1181,132,1496,354,2,2499.155
2789,74,8,55,869,232,4,2277.3228
17586,22,7,2,1382,155,1,2120.2778
251281,326,115,21,475,0,5,1056.4092
2758849,1728,901,189,1878,682,4,1794.0366
39769,59,8,0,1817,76,4,1744.0325
708,2,0,0,1377,31,4,2065.2952
12755,151,4,9,1818,224,7,1802.7075
70141,336,2,13,1051,200,7,1333.432
34663,79,4,1,434,1178,4,2749.8276
751432,503,228,30,1712,217,4,2169.4746
19652,34,2,4,256,663,5,1514.0704
31658,33,2,0,745,223,4,1181.363
28500,42,2,11,254,663,5,2181.537
43622,35,2,6,152,505,4,2203.8562
1666,2,3,0,820,128,2,2557.374
492640,1544,60,143,1144,256,7,1935.9904
24480,46,1,0,443,86,4,161.69673
3530765,25243,3077,2031,977,244,5,2283.5024
94210,407,21,85,305,258,3,2535.198
202794,233,53,96,1806,74,4,2477.2405
83522,1731,105,104,1886,258,4,1296.0619
1098453,14845,477,5501,1191,615,2,2644.3809
23001,50,9,2,1757,3059,4,1485.5812
332631,365,134,95,976,2599,4,2097.606
1008700,5980,325,107,1452,557,6,2498.0354
6589991,16373,1273,481,1307,257,7,1856.8619
10772,112,1,2,1860,169,3,2537.8374
23076,188,1,9,1075,3000,4,1961.3054
1623,1,1,0,1447,31,4,1326.331
470427,14298,225,1538,1745,551,4,2636.659
47567,245,19,22,1385,337,3,2104.5247
3531432,1424,1116,127,647,3362,5,1511.2092
105030,2670,17,237,1901,280,3,1083.0393
186894,1362,58,279,1468,713,1,2625.9941
20470,17,2,0,345,59,4,992.095
3950409,15030,382,1148,561,286,7,1652.3182
289538,214,97,112,618,2310,4,2965.912
130260,925,36,281,1414,415,6,2547.6235
58625,3314,30,272,1371,375,1,1249.225
1385,9,0,1,1835,61,4,2622.9158
1113835,13414,2259,2583,1257,1538,4,1444.7515
327146,7699,147,2965,1838,481,4,2681.544
316796,1821,85,769,1758,178,5,476.37085
2916,15,2,0,1450,0,4,1827.2977
84835,77,16,2,1283,0,4,248.93086
669566,1156,146,43,452,330,4,29.064339
520852,475,219,43,1558,988,8,962.8292
